ID,底本/出典,史料名,記述内容,記述場所,場所（町、寺名、場所データ）,年月日（作成）,年月日（作成）和,年月日（被害）,年月日（被害）和,伝聞・体験,被害種別,X,Y,備考,
737,新収日本地震史料 第2巻,〔田原町史　中〕（田原城主考附録）,大和郡山、近江、彦根、膳所、摂津、尼ケ崎、高槻、和泉、岸和田、丹波、亀山、若狭、小浜、伊勢、桑名、亀山、などの諸城或は天守閣、傾き櫓多門塀石垣などを破損した。,愛知県ヵ,摂津・尼崎城,,,1662/06/16,寛文2/05/01,伝聞ヵ,建物被害,135.4187959,34.71671153,,
738,新収日本地震史料 第2巻,〔田原町史　中〕（田原城主考附録）,大和郡山、近江、彦根、膳所、摂津、尼ケ崎、高槻、和泉、岸和田、丹波、亀山、若狭、小浜、伊勢、桑名、亀山、などの諸城或は天守閣、傾き櫓多門塀石垣などを破損した。,愛知県ヵ,摂津・高槻城,,,1662/06/16,寛文2/05/01,伝聞ヵ,建物被害,135.6219327,34.84370091,緯度経度は高槻城跡,
739,新収日本地震史料 第2巻,〔田原町史　中〕（田原城主考附録）,大和郡山、近江、彦根、膳所、摂津、尼ケ崎、高槻、和泉、岸和田、丹波、亀山、若狭、小浜、伊勢、桑名、亀山、などの諸城或は天守閣、傾き櫓多門塀石垣などを破損した。,愛知県ヵ,和泉・岸和田城,,,1662/06/16,寛文2/05/01,伝聞ヵ,建物被害,135.370778,34.45879015,,
740,新収日本地震史料 第2巻,〔田原町史　中〕（田原城主考附録）,大和郡山、近江、彦根、膳所、摂津、尼ケ崎、高槻、和泉、岸和田、丹波、亀山、若狭、小浜、伊勢、桑名、亀山、などの諸城或は天守閣、傾き櫓多門塀石垣などを破損した。,愛知県ヵ,丹波亀山城,,,1662/06/16,寛文2/05/01,伝聞ヵ,建物被害,135.583267,35.012676,緯度経度は亀山城跡,
741,新収日本地震史料 第2巻,〔田原町史　中〕（田原城主考附録）,大和郡山、近江、彦根、膳所、摂津、尼ケ崎、高槻、和泉、岸和田、丹波、亀山、若狭、小浜、伊勢、桑名、亀山、などの諸城或は天守閣、傾き櫓多門塀石垣などを破損した。,愛知県ヵ,若狭・小浜城,,,1662/06/16,寛文2/05/01,伝聞ヵ,建物被害,135.7463119,35.50424649,緯度経度は小浜城址,
742,新収日本地震史料 第2巻,〔田原町史　中〕（田原城主考附録）,大和郡山、近江、彦根、膳所、摂津、尼ケ崎、高槻、和泉、岸和田、丹波、亀山、若狭、小浜、伊勢、桑名、亀山、などの諸城或は天守閣、傾き櫓多門塀石垣などを破損した。,愛知県ヵ,伊勢・桑名城,,,1662/06/16,寛文2/05/01,伝聞ヵ,建物被害,136.6986402,35.06435511,緯度経度は桑名城跡,
743,新収日本地震史料 第2巻,〔田原町史　中〕（田原城主考附録）,大和郡山、近江、彦根、膳所、摂津、尼ケ崎、高槻、和泉、岸和田、丹波、亀山、若狭、小浜、伊勢、桑名、亀山、などの諸城或は天守閣、傾き櫓多門塀石垣などを破損した。,愛知県ヵ,伊勢・亀山城,,,1662/06/16,寛文2/05/01,伝聞ヵ,建物被害,136.4501645,34.85646156,緯度経度は伊勢亀山城跡,
744,新収日本地震史料 第2巻,〔長瀧寺文書〕「白鳥町史」,同五月朔日朝四ツノ時大地震半時斗、但茶之水過半ユリコホス也、其後同十七日迄毎日夜ニ合五十七度、自其二日置・三日置ニ八月迄震動スル也、但朔日ノニ続タルハ両三度也、,岐阜県・白鳥,岐阜県・白鳥,,,1662/06/16,寛文2/05/01,,余震,136.8643612,35.8972859,緯度経度は岐阜県郡上市白鳥町白鳥,
745,新収日本地震史料 第2巻,〔長瀧寺文書〕「白鳥町史」,越前ツルガ家数三百軒余滅亡、死人多、,岐阜県・白鳥,敦賀,,,,,,建物被害,136.055557,35.645279,緯度経度は福井県敦賀市役所,
746,新収日本地震史料 第2巻,〔長瀧寺文書〕「白鳥町史」,越前ツルガ家数三百軒余滅亡、死人多、,岐阜県・白鳥,敦賀,,,,,,人的被害,136.055557,35.645279,緯度経度は福井県敦賀市役所,
747,新収日本地震史料 第2巻,〔長瀧寺文書〕「白鳥町史」,其外北国七ケ国ノ内不残浜方破損、同西国モ其分、,岐阜県・白鳥,北国地域,,,,,,地変,,,,
748,新収日本地震史料 第2巻,〔長瀧寺文書〕「白鳥町史」,京都二条ノ御城・御内裏・三十三間・大仏殿・東寺ノ塔・清水、其外残処ナク破損、洛中死人之数一千七十余人、家数ハ不知也、慶祐書留,岐阜県・白鳥,二条城,,,,,,建物被害,135.747671,35.013882,,
749,新収日本地震史料 第2巻,〔長瀧寺文書〕「白鳥町史」,京都二条ノ御城・御内裏・三十三間・大仏殿・東寺ノ塔・清水、其外残処ナク破損、洛中死人之数一千七十余人、家数ハ不知也、慶祐書留,岐阜県・白鳥,京都御所,,,,,,建物被害,135.7623566,35.02629297,緯度経度は便宜的に現・京都御所地点,
750,新収日本地震史料 第2巻,〔長瀧寺文書〕「白鳥町史」,京都二条ノ御城・御内裏・三十三間・大仏殿・東寺ノ塔・清水、其外残処ナク破損、洛中死人之数一千七十余人、家数ハ不知也、慶祐書留,岐阜県・白鳥,三十三間堂,,,,,,建物被害,135.7687469,34.98784353,,
751,新収日本地震史料 第2巻,〔長瀧寺文書〕「白鳥町史」,京都二条ノ御城・御内裏・三十三間・大仏殿・東寺ノ塔・清水、其外残処ナク破損、洛中死人之数一千七十余人、家数ハ不知也、慶祐書留,岐阜県・白鳥,方広寺大仏殿,,,,,,建物被害,135.7723466,34.99239408,緯度経度は方広寺石塁および石塔,
752,新収日本地震史料 第2巻,〔長瀧寺文書〕「白鳥町史」,京都二条ノ御城・御内裏・三十三間・大仏殿・東寺ノ塔・清水、其外残処ナク破損、洛中死人之数一千七十余人、家数ハ不知也、慶祐書留,岐阜県・白鳥,東寺,,,,,,建物被害,135.746126,34.983315,,
753,新収日本地震史料 第2巻,〔長瀧寺文書〕「白鳥町史」,京都二条ノ御城・御内裏・三十三間・大仏殿・東寺ノ塔・清水、其外残処ナク破損、洛中死人之数一千七十余人、家数ハ不知也、慶祐書留,岐阜県・白鳥,清水寺,,,,,,建物被害,135.7850591,34.99484403,,
754,新収日本地震史料 第2巻,〔長瀧寺文書〕「白鳥町史」,京都二条ノ御城・御内裏・三十三間・大仏殿・東寺ノ塔・清水、其外残処ナク破損、洛中死人之数一千七十余人、家数ハ不知也、慶祐書留,岐阜県・白鳥,京都,,,,,,人的被害,135.7681095,35.0116707,緯度経度は便宜的に京都市役所地点,
755,新収日本地震史料 第2巻,〔米谷郷土史年表〕○宮城県,五月、大地震、家屋倒壊多数,宮城県米谷,宮城県米谷,,,,,,建物被害,141.2921778,38.70718333,緯度経度は宮城県登米市米谷,
756,新収日本地震史料 第2巻,"	〔近世日誌〕○宮城県迫町","寛文壬寅二年五月朔日　大地震・宮家破損地割佐沼
（「新収」注、東北地方の記録は誤伝によるものか）",宮城県迫町,宮城県迫町,,,,,,地変,141.1845188,38.7092477,緯度経度は宮城県登米市迫町佐沼,
757,新収日本地震史料 第2巻,〔鶴城譜略〕○佐土原,此日（五月二日）京師地震して五条の橋を崩す（落る）（〔日向変動記事〕と一括）,宮城県佐土原ヵ,五条大橋,,,1662/06/17,寛文2/05/02,,建物被害,135.7678522,34.99544216,,
758,新収日本地震史料 第2巻,〔日向変動記事〕,右御普請の中寅の五月朔日申の刻京都大地震。されども京都町々、家々は無事なり。大仏辺に倒れたる家少々あり。,,京都・大仏周辺,,,1662/06/16,寛文2/05/01,,建物被害,135.7723466,34.99239408,緯度経度は方広寺石塁および石塔,
759,新収日本地震史料 第2巻,〔日向変動記事〕,（五条石橋の事）然るに此節の地震に一時にゆり崩され、⑨細物売杯は橋崩れて落ち、ありたけしまうたり。なれども怪我計り、死人はなし。乞食には打殺されしもの多かりしとなん。（⑨は注。そうめんのこと。）,,五条大橋,,,1662/06/16,寛文2/05/01,,建物被害,135.7678522,34.99544216,,
760,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,一、寛文二年ノ夏上方筋ノ大地震ノ剋祇園ノ石ノ華表ヲユリ崩ス五条石ノ橋三ノ橋モ半落,,祇園社,,,1662/,寛文2/,,建物被害,135.778599,35.003654,,
761,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,一、寛文二年ノ夏上方筋ノ大地震ノ剋祇園ノ石ノ華表ヲユリ崩ス五条石ノ橋三ノ橋モ半落,,五条大橋,,,1662/,寛文2/,,建物被害,135.7678522,34.99544216,,
762,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,一、寛文二年ノ夏上方筋ノ大地震ノ剋祇園ノ石ノ華表ヲユリ崩ス五条石ノ橋三ノ橋モ半落,,祇園,,,1662/,寛文2/,,建物被害,135.778599,35.003654,緯度経度は便宜的に祇園社,
763,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,大地ヲハ車ナト引様ニ鳴亘リ候ヘハ其跡心（必）地震ス其故ニヲシニ打レテ死シ疵付テ片輪ニ成者モアリ,,京都,,,1662/,寛文2/,,人的被害,135.7681095,35.0116707,緯度経度は便宜的に京都市役所地点,
764,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,且又三州ニ三宅隼人殿知行有之ソノ処ヨリ注進ニ曰五月一日ヨリ五日迄ノ間毎日六七度充大地震也,,三河,,,1662/06/16,寛文2/05/01,,余震,,,,
765,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,其故ニ民屋禿田畑ハ土ヲモチ起シ新河ヲ流シ又ハ見馴ヌ山岳目前ニツキトメアリ依之荒地ソコバク出来タル由飛脚到来ス,,三河,,,1662/06/16,寛文2/05/01,,地変,,,,
766,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,"右五月朔日巳剋ヨリユリ始メシ地震ニ破損所々ノ覚
一、京都ニテ公家衆ノ御屋敷大名小名御屋敷并五百軒余或ハツフレ或ハ破損ス死人モ大分有リ昼夜野山竹藪ナトニ住居スト云々",,京都,,,1662/06/16,寛文2/05/01,,建物被害,135.7681095,35.0116707,緯度経度は便宜的に京都市役所地点,
767,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,"右五月朔日巳剋ヨリユリ始メシ地震ニ破損所々ノ覚
一、京都ニテ公家衆ノ御屋敷大名小名御屋敷并五百軒余或ハツフレ或ハ破損ス死人モ大分有リ昼夜野山竹藪ナトニ住居スト云々",,京都,,,1662/06/16,寛文2/05/01,,人的被害,135.7681095,35.0116707,緯度経度は便宜的に京都市役所地点,
768,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,一、伏見ニテ町屋三百廿軒余禿申候其外小破ノ家百八十軒余又土蔵十五禿申候死人四人,,伏見,,,1662/06/16,寛文2/05/01,,建物被害,135.761436,34.93601,緯度経度は伏見市役所,
769,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,一、伏見ニテ町屋三百廿軒余禿申候其外小破ノ家百八十軒余又土蔵十五禿申候死人四人,,伏見,,,1662/06/16,寛文2/05/01,,人的被害,135.761436,34.93601,緯度経度は伏見市役所,
770,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,御香ノ宮ハ別条無之石華表ハユリ砕申候次ニ石灯籠ハ不残♠（躂）申候ヘトモ砕ハ不仕候,,御香宮神社,,,1662/06/16,寛文2/05/01,,建物被害,135.7653516,34.93468669,,
771,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,一、向嶋ノ堤所々三百間余切申候,,伏見・向島,,,1662/06/16,寛文2/05/01,,地変,,,,
772,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,一、六地蔵ノ船入北ノ方ノ山ハ八十間余崩申候東方ハ廿間余南ハ悉崩申候町ノ並ノ家十三軒禿申候事,,六地蔵,,,1662/06/16,寛文2/05/01,,地変,135.797083,34.93341546,,
773,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,一、六地蔵ノ船入北ノ方ノ山ハ八十間余崩申候東方ハ廿間余南ハ悉崩申候町ノ並ノ家十三軒禿申候事,,六地蔵,,,1662/06/16,寛文2/05/01,,建物被害,135.797083,34.93341546,,
774,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,一、大坂ニテ豊後橋ノ石台崩カゝリ申候故橋少傾申候京橋并肥後殿橋モ杭ヲユリ込申候故処々サカリ申候,,伏見・豊後橋,,,1662/06/16,寛文2/05/01,,建物被害,135.7677627,34.92761,緯度経度は現・観月橋,
775,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,一、大坂ニテ豊後橋ノ石台崩カゝリ申候故橋少傾申候京橋并肥後殿橋モ杭ヲユリ込申候故処々サカリ申候,,伏見・京橋,,,1662/06/16,寛文2/05/01,,建物被害,135.7586889,34.93064299,緯度経度は便宜的に伏見区京橋町,
776,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,一、大坂ニテ豊後橋ノ石台崩カゝリ申候故橋少傾申候京橋并肥後殿橋モ杭ヲユリ込申候故処々サカリ申候,,伏見・肥後橋,,,1662/06/16,寛文2/05/01,,建物被害,135.7557594,34.92737163,緯度経度は便宜的に現・伏見区肥後橋,
777,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,一、近江大津ニテ小野惣左衛門居屋鋪并ニ町屋大分破損仕候但公義御蔵米ハ不残禿申候,,滋賀・大津,,,1662/06/16,寛文2/05/01,,建物被害,135.854332,35.017863,緯度経度は大津市役所,
778,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,一、同国膳所ノ城天守ト矢倉并本丸計別条ナシ其外ハ皆禿申候永原ノ御殿ノ櫓二ケ所ホリヘユリ落シ其外所々破損ス,,膳所城,,,1662/06/16,寛文2/05/01,,建物被害,135.8949248,34.99547702,緯度経度は膳所城跡,
779,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,一、同国膳所ノ城天守ト矢倉并本丸計別条ナシ其外ハ皆禿申候永原ノ御殿ノ櫓二ケ所ホリヘユリ落シ其外所々破損ス,,永原御殿,,,1662/06/16,寛文2/05/01,,建物被害,136.0352276,35.09235376,緯度経度は永原御殿跡,
780,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,一、同国大溝分部伊賀守殿家中ノ家トモ悉禿五軒残申候町屋ハ三百軒程ノ内二十軒残申候都テ領内民屋千廿軒余禿申候男女廿人死馬五疋タヲル,,滋賀・大溝,,,1662/06/16,寛文2/05/01,,建物被害,136.0110192,35.29507812,緯度経度は大溝陣屋,
781,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,一、同国大溝分部伊賀守殿家中ノ家トモ悉禿五軒残申候町屋ハ三百軒程ノ内二十軒残申候都テ領内民屋千廿軒余禿申候男女廿人死馬五疋タヲル,,滋賀・大溝,,,1662/06/16,寛文2/05/01,,人的被害,136.0110192,35.29507812,緯度経度は大溝陣屋,
782,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,一、同国志賀辛崎両郡ノ内一万四千八百石ノ処田畑八十五町余ユリ込申候,,滋賀・辛﨑,,,1662/06/16,寛文2/05/01,,地変,135.872238,35.048084,緯度経度は滋賀県大津市唐崎,
783,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,并千五百七十軒禿申候是小野摠左衛門御代官所也,,滋賀・辛﨑,,,1662/06/16,寛文2/05/01,,建物被害,135.872238,35.048084,緯度経度は滋賀県大津市唐崎,
784,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,都テ江州ノ内ニテ百姓男女四百十二人死ス牛馬九十三疋斃ル,,滋賀・辛﨑,,,1662/06/16,寛文2/05/01,,人的被害,135.872238,35.048084,緯度経度は滋賀県大津市唐崎,
785,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,塘二百ト二千間余切ル,,滋賀・辛﨑,,,1662/06/16,寛文2/05/01,,地変,135.872238,35.048084,緯度経度は滋賀県大津市唐崎,
786,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,一、志賀郡ノ内倉河ト云在所ノ内榎村ニハ家数五十軒余有之是ニ〆三百人余死ス,,滋賀・榎村,,,1662/06/16,寛文2/05/01,,人的被害,135.8610109,35.26892062,緯度経度は滋賀県大津市葛川梅ノ木町,
787,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,一、同所町村ト云処ニモ家数五十軒程有之爰ニテ二百六十余人死ス惣人数三百余人ノ内三十七人残リ其外ハ死骸見へ不申家トモハ皆々地ノ下ニ成申候此所朽木谷ヨリ二里南也,,滋賀・榎村,,,1662/06/16,寛文2/05/01,,人的被害,135.8610109,35.26892062,緯度経度は滋賀県大津市葛川梅ノ木町,
788,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,此両処ヨリワレ出谷エ崩レ落テ谷ヲモ埋ミ却テ高山トナシ申候其高サ二町計ニシテ長サ八町余ツゝキタリ其下ニ死人トモナルト（クカ）申候,,滋賀・榎村,,,1662/06/16,寛文2/05/01,,地変,135.8610109,35.26892062,緯度経度は滋賀県大津市葛川梅ノ木町,
789,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,一、同朽木谷朽木権之助殿居所也此処ニテ諸民大勢死去仕候故谷ヲハ人ニテ埋メ荒地ソコハク出来シテ終ニ見馴ヌ国里ヲ一見スル心地シテ見ル目モ冷シクシテ興ヲサマス計也此地震ニテ権之助殿父ノ兵部殿モ横死シ玉ヒヌ,,滋賀・朽木谷,,,1662/06/16,寛文2/05/01,,人的被害,135.9209156,35.35676617,緯度経度は朽木陣屋跡,
790,新収日本地震史料 第2巻,〔談海集　十五（一名玉滴隠見）〕,一、同日ニ三州岡崎水野監物殿城下并三宅隼人正殿知行所モ大地震ニテ大分破損スト注進有リ,,三河,,,1662/06/16,寛文2/05/01,,建物被害,,,,
791,新収日本地震史料 第2巻,〔若狭郡県志〕「越前若狭地誌叢書　下」,又寛文二年五月大地震動之時、三方村之内鳥浜之湖畔土砂湧出、湖水横流、於是鑿山、導水於海、尓後湖畔為堆地、則闢之而為水田、,若狭ヵ,三方村・鳥浜,,,1662/,寛文2/,,地変,135.9004711,35.55574452,緯度経度は福井県若狭町鳥浜,
792,新収日本地震史料 第2巻,〔若狭郡県志〕「越前若狭地誌叢書　下」,干潟観音堂、在同村慧日山上、寛文二年五月朔大地震動、時三方湖畔湧出、而土砂為一堆之地、河水失故道、洪水横流、至夜闌湖面忽放光、,若狭ヵ,三方湖畔,,,1662/,寛文2/,,地変,135.8852866,35.56644991,緯度経度は便宜的に三方湖中央地点,
793,新収日本地震史料 補遺,〔万延日記〕,（〔御自分日記〕と同内容）,若狭,,,,,,,,,,"小浜市立図書館・酒井家文庫
「新収」第二巻二五二頁の（御自分日記）と同内容のため史料集では省略。",
794,新収日本地震史料 第2巻,〔酒井家編年史料稿本〕（御自分日記）,"寛文二年五月
朔日　雨ル御礼有之巳下刻大地震御城中所所櫓多門塀石垣鉄炮蔵其外家中侍屋敷町屋至迄及破損酉ノ刻老共被召御用之儀有之終日地震無止時江戸へ御飛脚被遣",若狭,小浜城,,,1662/06/16,寛文2/05/01,,建物被害,135.7463119,35.50424649,緯度経度は小浜城址,
795,新収日本地震史料 第2巻,〔酒井家編年史料稿本〕（御自分日記）,五日　霽切々地震巳刻老共如例於御居間御礼其後監物刑部於同所御目見其後諸士白書院二ノ間ノ縁輪三ノ間迄列座之時同所御上檀江御出座一同ニ御礼申上ル此披露老共右之御儀式ハ今度地震ニ付所々破損仍而也御居間へ被為入候以後右面々江兼而被仰付候通各僉約相守可申候共今度は猶以其心得急度相嗜可申候旨被仰出候旨老共相伝之本多内蔵介殿ゟ老共方へ飛脚到来則御返事被遣,若狭,小浜城,,,1662/06/20,寛文2/05/05,,建物被害,135.7463119,35.50424649,緯度経度は小浜城址,
796,新収日本地震史料 第2巻,〔酒井家編年史料稿本〕（御自分日記）,十一日（中略）従京都継飛脚到来其節牧野佐渡守様同奥様永井日向守様ヨリ御状来ル上方も未地震不止之由申来ル,若狭,京都,,,1662/06/26,寛文2/05/11,,余震,135.7681095,35.0116707,緯度経度は便宜的に京都市役所地点,
797,新収日本地震史料 第2巻,〔酒井家編年史料稿本〕（御自分日記）,十五日（中略）戌上刻地震朔日之地震以後無之大地震,若狭,若狭,,,1662/06/30,寛文2/05/15,,余震,,,,
798,新収日本地震史料 第2巻,〔酒井家編年史料稿本〕（酒井家御代記　弐）,寛文二年壬寅五月一日　若州大地震、居城破損之赴及上聞依之,若狭,小浜城,,,1662/06/16,寛文2/05/01,伝聞,建物被害,135.7463119,35.50424649,緯度経度は小浜城址,
799,新収日本地震史料 第2巻,〔酒井家編年史料稿本〕（神宮寺日記）,一　同年五月朔日○寛文二年　辰刻大地震、地動シテ小浜竹原城矢倉十三崩ル、城東大手石カキ壁崩町ヨリ竹原大橋落其外町家中多破壊、,若狭,小浜城,,,1662/06/16,寛文2/05/01,,建物被害,135.7463119,35.50424649,緯度経度は小浜城址,
800,新収日本地震史料 第2巻,〔酒井家編年史料稿本〕（神宮寺日記）,一　同年五月朔日○寛文二年　辰刻大地震、地動シテ小浜竹原城矢倉十三崩ル、城東大手石カキ壁崩町ヨリ竹原大橋落其外町家中多破壊、,若狭,小浜・竹原,,,1662/06/16,寛文2/05/01,,建物被害,135.75296,35.499176,緯度経度は福井県小浜市竹原,
801,新収日本地震史料 第2巻,〔酒井家編年史料稿本〕（神宮寺日記）,同国三郡皆大破別三方郡小瀬村湖水流止事月越水増辺リ近キ在家水亡深ヌ気山、鳥浜等也、,若狭,若狭・気山,,,1662/06/16,寛文2/05/01,,建物被害,135.909058,35.580791,緯度経度は福井県若狭町気山,
802,新収日本地震史料 第2巻,〔酒井家編年史料稿本〕（公儀日記　十一）,朔日癸酉　又後聞今日之地震京都・摂津・丹波・近江・若狭辺甚強洛外寺社及市店多破損、五条石橋半崩落,若狭ヵ,畿内,,,1662/06/16,寛文2/05/01,伝聞,建物被害,,,,
803,新収日本地震史料 第2巻,〔酒井家編年史料稿本〕（公儀日記　十一）,朔日癸酉　又後聞今日之地震京都・摂津・丹波・近江・若狭辺甚強洛外寺社及市店多破損、五条石橋半崩落,若狭ヵ,五条大橋,,,1662/06/16,寛文2/05/01,伝聞,建物被害,135.7678522,34.99544216,,
804,新収日本地震史料 第2巻,〔酒井家編年史料稿本〕（公儀日記　十一）,丹波亀山・篠山両城摂州尼崎城・江州膳所城、若州小浜城等破損、,若狭ヵ,丹波亀山城,,,1662/06/16,寛文2/05/01,伝聞,建物被害,135.583267,35.012676,緯度経度は亀山城跡,
805,新収日本地震史料 第2巻,〔酒井家編年史料稿本〕（公儀日記　十一）,丹波亀山・篠山両城摂州尼崎城・江州膳所城、若州小浜城等破損、,若狭ヵ,丹波篠山城,,,1662/06/16,寛文2/05/01,伝聞,建物被害,135.2175465,35.07283439,緯度経度は篠山城跡,
806,新収日本地震史料 第2巻,〔酒井家編年史料稿本〕（公儀日記　十一）,丹波亀山・篠山両城摂州尼崎城・江州膳所城、若州小浜城等破損、,若狭ヵ,尼崎城,,,1662/06/16,寛文2/05/01,伝聞,建物被害,135.4187959,34.71671153,,
807,新収日本地震史料 第2巻,〔酒井家編年史料稿本〕（公儀日記　十一）,丹波亀山・篠山両城摂州尼崎城・江州膳所城、若州小浜城等破損、,若狭ヵ,膳所城,,,1662/06/16,寛文2/05/01,伝聞,建物被害,135.8949248,34.99547702,緯度経度は膳所城跡,
808,新収日本地震史料 第2巻,〔酒井家編年史料稿本〕（公儀日記　十一）,丹波亀山・篠山両城摂州尼崎城・江州膳所城、若州小浜城等破損、,若狭ヵ,小浜城,,,1662/06/16,寛文2/05/01,伝聞,建物被害,135.7463119,35.50424649,緯度経度は小浜城址,
809,新収日本地震史料 第2巻,〔酒井家編年史料稿本〕（公儀日記　十一）,江州大溝分部若狭守住所大破同国朽木谷山崩領主朽木兵部少輔貞綱入道立斎卜斎子近年隠居剃髪遭其難死去、,若狭ヵ,滋賀・大溝,,,1662/06/16,寛文2/05/01,伝聞,建物被害,136.0110192,35.29507812,緯度経度は大溝陣屋,
810,新収日本地震史料 第2巻,〔酒井家編年史料稿本〕（公儀日記　十一）,江州大溝分部若狭守住所大破同国朽木谷山崩領主朽木兵部少輔貞綱入道立斎卜斎子近年隠居剃髪遭其難死去、,若狭ヵ,滋賀・朽木谷,,,1662/06/16,寛文2/05/01,伝聞,地変,135.9209156,35.35676617,緯度経度は朽木陣屋跡,
811,新収日本地震史料 第2巻,〔酒井家編年史料稿本〕（公儀日記　十一）,江州大溝分部若狭守住所大破同国朽木谷山崩領主朽木兵部少輔貞綱入道立斎卜斎子近年隠居剃髪遭其難死去、,若狭ヵ,滋賀・朽木谷,,,1662/06/16,寛文2/05/01,伝聞,人的被害,135.9209156,35.35676617,緯度経度は朽木陣屋跡,
812,新収日本地震史料 第2巻,〔酒井家編年史料稿本〕（公儀日記　十一）,外江州御領私領在家所々顚倒、土民牛馬等多死田畠永有損毛地、,若狭ヵ,近江,,,1662/06/16,寛文2/05/01,伝聞,建物被害,,,,
813,新収日本地震史料 第2巻,〔酒井家編年史料稿本〕（御自録）,五月十日　大坂ヨリ地震注進状到来、其記ニ曰若州小浜朔日地震ニ対百櫓其外ノ石垣百間余崩、,,小浜城,1662/06/25,寛文2/05/10,,,伝聞,建物被害,135.7463119,35.50424649,緯度経度は小浜城址,
814,新収日本地震史料 第2巻,〔酒井家編年史料稿本〕（御自録）,侍屋敷大形潰レ町家ハ勿論其二三尺程宛破中ヨリ泥涌生ル,,小浜城下,1662/06/25,寛文2/05/10,,,伝聞,建物被害,135.7463119,35.50424649,緯度経度は小浜城址,
815,新収日本地震史料 第2巻,〔酒井家編年史料稿本〕（御自録）,侍屋敷大形潰レ町家ハ勿論其二三尺程宛破中ヨリ泥涌生ル,,小浜城下,1662/06/25,寛文2/05/10,,,伝聞,液状化,135.7463119,35.50424649,緯度経度は小浜城址,
816,新収日本地震史料 第2巻,〔酒井家編年史料稿本〕（若耶郡談）,五月朔日巳ノ刻大地震、国中大ニ破損同刻三方湖ノ下流気山村中ヲ通リ鵜羽瀬ノ神前ヲ流是ヲ上瀬川ト云此川数十間ユリ上湖水関レテ近辺ノ村里へ水涌民家水底トナル、,若狭ヵ,上瀬川（宇波西川）,,,1662/06/16,寛文2/05/01,,地変,135.9066805,35.59025728,緯度経度は宇波西川（宇波西神社周辺）,
817,新収日本地震史料 第2巻,〔酒井家編年史料稿本〕（若耶郡談）,五月朔日巳ノ刻大地震、国中大ニ破損同刻三方湖ノ下流気山村中ヲ通リ鵜羽瀬ノ神前ヲ流是ヲ上瀬川ト云此川数十間ユリ上湖水関レテ近辺ノ村里へ水涌民家水底トナル、同刻三方郡佐柿ノ町屋悉ク動崩其上失火ス,若狭ヵ,若狭・佐柿,,,1662/06/16,寛文2/05/01,,建物被害,135.9592698,35.61050072,緯度経度は福井県美山町佐柿,
818,新収日本地震史料 第2巻,〔酒井家編年史料稿本〕（若耶郡談）,五月朔日巳ノ刻大地震、国中大ニ破損同刻三方湖ノ下流気山村中ヲ通リ鵜羽瀬ノ神前ヲ流是ヲ上瀬川ト云此川数十間ユリ上湖水関レテ近辺ノ村里へ水涌民家水底トナル、同刻三方郡佐柿ノ町屋悉ク動崩其上失火ス,若狭ヵ,若狭・佐柿,,,1662/06/16,寛文2/05/01,,火災,135.9592698,35.61050072,緯度経度は福井県美山町佐柿,
